0001—二三四五六七八九 答案：缺衣少食 
3175—为什么老虎打架,非要拼个你死我活绝不罢休？ 答案：没有人敢去劝架 
3176—用什么可以解开所有的谜？ 答案：谜底 
3177—大勇说他和学校的老师很熟，在学校里哪里都能进去，但小涵偏说他有一处地方永远也不能进去，是什么地方呢？ 答案：换辆大一点的车进教室 
3178—为什么大雁秋天要飞到南方去？ 答案：因为走太慢了 
3179—书店里买不到什么书？ 答案：遗书 
3180—有一个小圆孔的直径只有1厘米，而有一种体积达100立方米的物体却能顺利通过这个不孔，那么它是什么物体呢？ 答案：水 
3181—超人和蝙蝠侠的最大区别是什么？ 答案：蝙蝠侠把内裤穿在里面，超人把内裤穿在外面 
3182—幼儿园放学了，但却没有一个小朋友从大门出去，是怎么回事呢？ 答案：大门检修，请走侧门 
3183—什么地方恶人们不再干扰得你心烦意乱，而只好与你生活在一起？ 答案：天堂 
3184—有一种棋只有两种棋子，你知道是什么棋类吗？ 答案：围棋，只有黑棋和白棋 
3185—什么东西将一间屋子装满，人又能活动自如？ 答案：空气和光 
3186—有一种东西，买的人知道，卖的人也知道，只有用的人不知道，是什么东西？ 答案：棺材 
3187—小明的母亲有三个儿子，大儿子叫大毛，二儿子叫二毛，三儿子叫什么？ 答案：小明 
3188—什么人始终不敢洗澡？ 答案：泥人 
3189—什么蛋打不烂，煮不熟，更不能吃 答案：考试得的"零"蛋 
3190—什么事每人每天都必须认真的做 答案：睡觉 
3191—鸡蛋壳有什么用处？ 答案：包蛋清和蛋黄 
3192—冬天，宝宝怕冷，到了屋里也不肯脱帽。可是他见了一个人乖乖地脱下帽，那人是谁？ 答案：理发师 
3193—用什么方法立刻可以找到遗失的图钉？ 答案：光着脚走 
3194—一只鸡，一只鹅，放冰箱里，鸡冻死了，鹅却活着，为什么？ 答案：企鹅 
3195—哪一种竹子不长在土里？ 答案：爆竹 
3196—满满一瓶牛奶，怎么才能先喝到瓶底的部分？ 答案：用吸管 
3197—有一座独木桥承重80公斤,请问一个体重70公斤并带着两个重量均为10公斤的铁球的人如何在桥上通过 答案：颠着球 
3198—什么书中毛病最多？ 答案：医学书 
3199—以下石头城、太阳城、凤凰城、瓜果城、汽车城、英雄城、足球城分别都是哪几个城市吗？ 答案：江苏省南京市；西藏拉萨市；广西南宁市；甘肃省兰州市 
3200—伴奏。打一成语 答案：肋人为乐 
3201—环球旅行。猜一现代香港名星名 答案：周星驰 
3202—不相信恋人。猜一公安用语 答案：怀疑对象 
3203—木兰之子，猜食名物一 答案：花生 
3204—什么事可以在这里不仅可以练就一身钢筋铁骨，而且能成就一双不惧“风雨”的眼睛？ 答案：洗澡 
3205—一字四十八个头，内中有水不外流。猜一字。 答案：井。此迷的关键理解出四个十和八个头，而不是四十八个 
3206—三人戏一球，一人在绸缪，一人翻身踢，一人地下收。据此诗猜一字 答案：似。 说明：谜文以比喻的形式，极其生动地描绘了“似? 
3207—一种饮料，由恶意和谎言加上微量事实配制而成的，能有效地削弱领导的洞察力，是什么？ 答案：小报告 
3208—有半瓶酒，瓶口用软木塞塞住，在不敲碎瓶子，不准拔去木塞，不准在塞子上钻孔的情况下，怎样喝到瓶子里的酒？ 答案：把塞塞进瓶里 
3209—什么是在废除死刑制度之后的民主、法治国度里，授予医生的一种宣判死刑的特权？ 答案：癌症 
3210—大部分人出生在什么地方？ 答案：产床上 
3211—人们能以坦然、自得的心情面对贷币大幅度贬值的地方是什么地方？ 答案：精品屋 
3212—一个被指控的人，在其清白无辜被证明之前，他是有罪的。他是什么人？ 答案：被告 
3213—夜夜看落花　（打一礼貌用语） 答案：多谢 
3214—没有铁栏杆的牢笼。在这种牢里，患者面临现代医学所知的各种传染性病毒的威胁，并经常忍受种种科学的折磨。这是哪里？ 答案：医院 
3215—冶金学------打一本书（小说）名 答案：《钢铁是怎样炼成的》。 
3216—上无片瓦遮身，下无立锥之地。腰间挂个葫芦，只知阴阳之理。猜一字。 答案：卜 
3217—哪个连的人员比一般连队的人员要多得多？ 答案：大连 
3218—阿呆从热气球上掉下来，却没有受伤，为什么？ 答案：因为热球就在地面上 
3219—哪种比赛，赢的得不到奖品，输的却有奖品 答案：划拳喝酒 
3220—有风不动无风动，不动无风动有风(猜一物) 答案：扇子 
3221—侍儿扶起娇无力（打一食品名） 答案：玉环稣 
3222—江河流水归一处（打一字） 答案：“珂”，因为“江河”两字去“水”后成“工可”，再加 
3223—一个人在什么情况下，才处于真正的任人宰割的地步？ 答案：手术台上 
3224—为什么一瓶标明剧毒的药对人却无害 答案：只要你不去喝它 
3225—亚当和夏娃结婚后最大的遗憾是什么 答案：没人来喝喜酒. 
3226—刘邦破咸阳—城市名一 答案：秦皇岛 
3227—三国谜猛翼德千杯不醉(乐人一) 答案：张洪量 
3228—公共汽车来了，一位穿长裙的小姐投了2元，司机让她上车；第二位穿迷你裙的小姐沒给钱，司机也照样让她上车，为什么？ 答案：她有月票 
3229—重男轻女打一地名 答案：贵阳 
3230—超人使用超高性能望远镜观察地球时，发现外星人正且欲毁灭地球。超人只要使用瞬间移动装置，便可于一秒内到达地球，请问超人究竟能否拯救地球 答案：那要看外星人毁灭地球的速度了， 如果外星人从几万光? 
3231—小王13岁的生日为何点了14根蜡烛 答案：用一根点着那十三根 
3232—甲、乙两只狼狗举行1000米赛跑，假如两只狼狗同时跑到终点，那么哪只狼狗出汗多？ 答案：狼狗不出汗 
3233—有个汽车司机，在交叉路口上突然撞进人群中，全速向前跑，警察也不责怪他。你说这是为什么？ 答案：汽车司机今天没开车 
3234—从前有只鸡，鸡的左面有只猫，右面有条狗，前面有只兔子，鸡的后面是什么？ 答案：注意第一句话，从的前面有只鸡，那么鸡的后面当然是“ 
3235—孔子与孟子有何不同？ 答案：“子”的位置不同。孔子的“子”在左边，孟子的“子” 
3236—在地上有100元钱和一块肉骨头，可是阿明却拣起了肉骨头而没有捡钱，为什么？ 答案：这里的“阿明”是条狗的名字 
3237—有一本书，兄弟俩都想买。如果用哥哥的钱单买要缺5元钱，如果用弟弟的钱买缺1角钱，如果两人把钱和起来只买一本书，钱仍然不够。那么这本书的价钱是多少呢？ 答案：这本书的价钱是5元钱；哥哥没有钱，弟弟有4元9角 
3238—如果动物园失火了，最先逃出来的哪一种动物？ 答案：人 
3239—李哲看起来平平常常，并无什么特别之处，但他却可以连续数小时不眨眼睛，他是怎么做到的呢？ 答案：把眼睛闭上就可以做到了 
3240—什么水果没吃之前是绿色的，吃下去是红色的，而吐出来却是黑色的？ 答案：西瓜 
3241—农民、工人、军人、科学家都靠什么吃饭？ 答案：靠嘴吃饭 
3242—一架飞机在天空飞翔时突然没油了，请问：什么东西会最先掉下来？ 答案：油表的指针。 
3243—什么人生病从来不看医生？ 答案：盲人 
3244—一个数字若去掉前面第一个数字是13，若去掉最后一个数字为40，请问原数是多少？ 答案：四十三 
3245—中国哪个地方的东西最不便宜？ 答案：贵州 
3246—说从天津坐火车到北京1个小时15分钟,问火车从天津出发1个小时45分钟后在哪 答案：在铁轨上 
3247—王子吻了睡美人之后，睡美人为何沒有起來？ 答案：她在赖床 
3248—台湾最大的湖是什么湖？ 答案：澎湖 
3249—比「春光外洩」更严重的是什么？ 答案：瓦斯外洩 
3250—服裝仪容检查时，明明有理头发，为什么教官不信？ 答案：秀才遇到兵，「有理」說不清 
3251—乌龟为什么会突然「一个头两个大」？ 答案：因为乌龟正在想这个问题 
3252—考试时，小光全部都抄小明的，为什么小明得到一百分，小光却零分呢？ 答案：因为小光连名字都抄小明的 
3253—小胖为什么吃两个便当？ 答案：因为三个便当吃不下 
3254—养过电子鸡和电子狗的人，会有什么感受？ 答案：鸡犬不宁 
3255—牛顿因掉落苹果发现引力；如你在椰树下等被椰子打中会发现什么？ 答案：会发现这种行为很愚蠢 
3256—為什么男人和女人会分手？ 答案：因为男女有「別」 
3257—考试时，阿财一題都不会写，但是为什么突然眼睛一亮，开始振笔疾书？ 答案：他在写班級、座号、姓名。 
3258—小胖在大扫除时偷吃紅豆冰棒被老师看见，老师生气的问：「太闲了是不是!」，结果小胖说了什么，害老师差点当场昏倒？ 答案：小胖說：「老师，紅豆冰棒是甜的。」 
3259—大人上班迟到的原因是塞车，小孩上学迟到的原因是什么？ 答案：大人睡过头了 
3260—黃皮肤的人是黃种人，绿皮肤的人属于哪一种？ 答案：新品种 
3261—卖火柴的小女孩如果投胎转世來到现代，最有可能变成什么？ 答案：兼售打火机的槟榔西施 
3262—「1155665」，猜七个字。 答案：一闪一闪亮晶晶。（简谱） 
3263—太阳爸爸和太阳妈妈生了个太阳儿子，我们应该说什么祝贺辞恭喜他们？ 答案：生「日」快乐！ 
3264—要想成功的闯红灯，它的秘决在哪里？ 答案：要等黃灯和绿灯结束才过马路 
3265—在冰天雪地的北极找不到防身的武器時该怎么办？ 答案：撒泡尿制成冰剑。 
3266—我们在平常生活中最常讲什么话？ 答案：电话 
3267—废除早自习会造成什么影响？ 答案：让学生和家长可以多赖床半小时。 
3268—为什么大家都喜欢坐在电视机前看电视？ 答案：因为站久了脚会酸。 
3269—为什么今天全球股市指数下跌？ 答案：今天是「世界环保日」 
3270—小王有五颗糖，吃了两颗后，被大林和他的女友看见，大林说「好东西要和老朋友分享。」请问小王该怎么做？ 答案：向大林说声「谢谢」，然后带走大林的女友。 => 大林说 
3271—同事们在小张家喝酒、聊天，酒过三巡后，为什么大家都知道小张喝醉了？ 答案：因為小张正在穿鞋子，准备回家 
3272—天气愈來愈冷，为什么小华不多加件衣服，反而要脫衣服？ 答案：因为他准备要洗澡了。 
3273—东西掉了该怎么办？ 答案：沒关系，还有四张空白麻將。 
3274—小丁在游泳池游泳，游着游着，为什么水突然变深了？ 答案：因为有人刚撒了一泡尿 
3275—粲胄苷埔绾尾趴杉娴茫? 答案：养一只会抓魚的熊 
3276—下雨天时，两个人共撐一把伞，结果两个人都被淋湿；三个人共撐一把伞时，为什么沒有人再被淋湿？ 答案：因为雨停了 
3277—不小心溺水时，若附近沒有其他人该如何自救？ 答案：把水喝光 => 但是还是会胀死 
3278—早上睡过头了，结果发现是因为闹钟沒响时，你会如何？ 答案：叫闹钟该起床罗！ 
3279—人最怕屁股上有什么东西？ 答案：一屁股的债 
3280—世界上有那一种花通常夏天是冰冷的，冬天是温热的？ 答案：豆花 
3281—高考发榜了，为什么志明榜上无名却一点也不难过？ 答案：因为志明还在念小学。 
3282—乌龟有沒有牙齿？ 答案：你沒张开嘴巴我怎么知道？ 
3283—地上的积水因太阳照射蒸发，会愈來愈少；什么地方的水太阳愈強烈照射，水反而愈來愈多？ 答案：A.身上的汗水。B.雪地 
3284—什么事是林先生和林太太每天睡觉时都要做的事？ 答案：闭上眼睛 
3285—王太太委托征信社二十四小时日夜跟踪、监视王先生，以防他出轨，但是为什么最后王先生还是出轨了？ 答案：因为王先生搭乘地铁出轨了 
3286—进浴室洗澡时，要先脱衣服还是裤子？ 答案：先关门比较好 
3287—问医生病人的情况,医生只举起5个手指家人就哭了,是什么原因呢 答案：三长两短 
3288—一只狗总也不洗澡，为什么不生虱子？ 答案：狗当然生不出虱子来 
3289—遇到什么事情最好高抬贵手 答案：别人用枪指着你的时候 
3290—什么话可以世界通用 答案：电话 
3291—为什么阿郎穿着全新没破洞的雨衣,却依然弄的全身湿透？ 答案：因为他在炎热的太阳底下穿着雨衣 
3292—一只瞎了左眼的山羊,在它左边有一块牛肉,在它右边有一块猪肉,请问它吃哪一块 答案：难道你不知道山羊是吃素的吗？ 
3293—你在学校学到的知识越多，什么就会少？ 答案：不知道的东西 
3294—什么布是用剪子剪不断的？ 答案：瀑布 
3295—有一种东西，上升的时候同时会下降，下降的同时会上升，这是什么？ 答案：跷跷板 
3296—什么样的水不能喝？ 答案：薪水 
3297—大家都不想得到的是什么？ 答案：得病 
3298—一个人掉到河里，，它从河里爬上来，头发却没湿，为什么？ 答案：因为他是光头 
3299—一个自讨苦吃的地方在哪里？ 答案：药店 
3300—你能否用3跟筷子搭起一个比3大比4小的数？ 答案：搭成圆周率“∏” 
3301—数字0到1之间加一个什么号，才能使这个数比0大，而比1小呢？ 答案：加个“.”成为“0.1” 
3302—什么东西说“父亲”是不会相碰，叫“爸爸”时却会碰到两次？ 答案：上嘴唇和下嘴唇 
3303—请仔细想一想，你所见到的最大影子是什么？ 答案：地球的影子，即每天的晚上 
3304—金太太一向心直口快，可什么事竟让她突然变得吞吞吐吐了呢？ 答案：金太太在吃甘蔗的时候吞吞吐吐 
3305—如果你有一只下金蛋的母鸡，你该怎么办？ 答案：打自己一嘴巴，不要做梦了！ 
3306—要想使梦成为现实，我们干的第一件事会是什么 答案：醒来 
3307—我不会轻功，反一只脚搭在鸡蛋上，鸡蛋却不会破，这是为什么？ 答案：另一只脚站在地上 
3308—什么水取之不尽，用之不竭？ 答案：口水 
3309—有一块天然的黑色的大理石，在九月七号这一天，把它扔到钱塘江里会有什么现象发生？ 答案：沉到江底 
3310—有半瓶酒，瓶口用软木塞塞住，在不敲碎瓶子，不准拔去木塞，不准在塞子上钻孔的情况下，怎样喝到瓶子里的酒？ 答案：把塞子推到瓶子里去 
3311—一架飞机坐满了人，从万米高空落下坠毁，为什么却一个伤者也没有？ 答案：因为都摔死了 
3312—狐狸精最擅长迷惑男人,那么什么精男女一起迷 答案：酒精 
3313—一个老老人头顶上只剩三根头发，有一天他要参加重要盛会，为什么他仍忍痛拔掉其中一根头发呢？ 答案：因为他要梳中分 
3314—书店买不到的书是什么书？ 答案：秘书 
3315—什么东西在用之前是干的，用完了以后是湿的，而且在使用的过程中还给人以沁人心脾的满足感？ 答案：茶袋 
3316—王先生养了一只很漂亮的孔雀,有一天,王先生的孔雀在先生的花园里生了一只蛋,请问这只蛋应属于谁的 答案：孔雀的 
3317—什么时候，时代广场的大钟会响13下？ 答案：坏的时候 
3318—盒子里有四块蛋糕，四个小朋友，每人都分到一块，但盒子里还留下一快蛋糕，为什么？ 答案：其中一个小朋友连盒子一起拿走，所以盒子里还有一个蛋 
3319—小明每天写信给他的女朋友，每天寄七封，但他的女朋友珍妮，每天却只收到一封信，为什么？ 答案：因为他有七个女朋友 
3320—什么東西越洗越脏？ 答案：水 
3321—有一根棍子，要它变短，但不能锯断、折断或削短，该怎么办？ 答案：找一个长的与它比，就短了 
3322—警方发现一出智慧型的谋杀案,現场沒有留下任何线索,也沒有目击者,但警方在一小时后宣布破案,为什么 答案：凶手自首了 
3323—阿明给蚊子咬了一大一小的包，请问较大的包，是公蚊子咬的，还是母蚊子咬的？ 答案：公蚊不咬人 
3324—什么时候，四减一等于五？ 答案：四边形，减去一个角，变成五边形 
3325—文文在洗衣服，但洗了半天，她的衣服还是脏的，为什么？ 答案：她在洗别人的衣服 
3326—有一个人头戴安全帽,上面绑着一把扇子,左手拿着电风扇,右手拿着水壶,脚穿溜冰鞋,请问他要去那里 答案：去精神病院 
3327—有两对母女，到餐厅吃午餐，每人各叫一个70元的套餐，付账时却只付210元，为什么？ 答案：她们是祖孙三代 
3328—有一个字，我们从小到大都念错，那是什么字？ 答案：错 
3329—「狼来了！」这个故事给人有什么启示？[答案] 答案：同一大话只能重复两次 
3330—电单车时速80公里，向北行驶。有时速20公里的东风，请问电单车的烟，朝那个方向吹？ 答案：电车是没有烟的 
3331—一年里,有些月份像一月份有三十一日的,也有些月份像六月份有三十日的请问,有二十八日的总共有那几个月份呢 答案：每个月都有 
3332—現在有二枚市面常用的硬币，面值共为六毛，其中有一枚不是一毛，请问二枚硬币面值各为多少 答案：一枚不是一毛，那另一枚是一毛，因此是一毛和五毛 
3333—在香港生活的人，是不是可以埋葬在广州呢 答案：不可以，活人是不能埋葬的 
3334—在一间房子里,有油灯,暖炉及壁炉現在,想要将三个器具点燃,可是你只有一根火柴请问首先应该点哪一样 答案：火柴 
3335—IX---这个罗马数字代表9，如何加上一笔，使其变成偶数？ 答案：加"s"，因为SIX是六的意思 
3336—拿着鸡蛋丟石头，但鸡蛋却没破，为什么？ 答案：一只手拿着鸡蛋，另一只手丟石头，鸡蛋当然不会破 
3337—一间牢房中关了两名犯人，其中一个因偷窃，要关一年，另一个是强盗杀人犯，却只关两个星期，为什么？ 答案：两星期后就要执行死刑 
3338—一对侨居意大利的中国夫妇，某天太太到市场买鸡胸，因为她不懂意语，只好学鸡叫，再指指自己的胸部，想买鸡角便指自己的脚，老板看懂了；后来她想买香肠，却回家叫丈夫来，为什么？ 答案：因为他丈夫懂意大利语 
3339—小张开车，不小心撞上电线杆发生车祸，警察到达时车上有个死人，小张说这与他无关，警察也相信了，为什么？ 答案：小张是开灵车的 
3340—吃苹果时，咬下一口，发现竟一条虫，觉得好可怕；看到二条虫，也觉得好可怕，但看到几条虫，才让人觉得最可怕？ 答案：半条，说明另半条在你肚子里 
3341—一只凶猛的饿猫，看到老鼠，为何拔腿就跑？ 答案：跑去追老鼠 
3342—动物园中，大象鼻子最长，鼻子第二长的是什么？ 答案：小象 
3343—为什么白鹭莺总是缩者一只脚睡觉？ 答案：缩两只脚就会跌 
3344—提早放工回家的小李，一进卧室，看見隔壁的小刘与自己老婆睡在床上，但小李却毫不动怒，为什么？ 答案：因为小刘是女的 
3345—公共汽车来了，一位穿常裙的小姐投了4元，司机让她上车；第二位穿迷你裙的小姐，投了2元，司机也让她上车；第三位小姐沒给钱，司机也照样让她上车，为什么？ 答案：她用的是月票 
3346—阿强和阿燕裸体死在一间密室中、現场只留下一滩水和一些碎玻璃，请推测他们的死因？ 答案：阿强和阿燕是金鱼 
3347—有一艘船限载50人，船上已有49人后，再加上一個孕妇上了船，结果船沉入海中，为什么？ 答案：这是个潜水艇 
3348—失恋的黄先生在一个月黑风高的晚上,走上街头,迎面过来飞车,他站在两个车灯中间,车子呼啸而过,人竟毫发无损,为什么 答案：迎面而来的是两辆摩托车，而不是汽车 
3349—有一座大大厦发生火灾，陈先生逃到頂楼后，想跳过距离只有1米的隔壁楼顶，结果却摔死了，为什么？ 答案：因为高度相差太远 
3350—身份证掉了，怎么办？ 答案：拾起来 
3351—小明拿了一百元去买一个七十五元的东西，但老板却只找了五元给他，为什么？ 答案：因为他只给了八十元给老板 
3352—今天下午到旺角看电影，到了旺角，半个人也看不見，为什么？ 答案：人很多，但没有"半"个人 
3353—进动物园看到的第一个动物是什么？ 答案：售票员 
3354—地球末日来临。地球上最后一位男人正坐在书桌前写遗书，突然听到敲门声，是幽灵，外星人，动物吗？全都不是。更不是因风或石子等无生命的东西发出的声音，那么是谁发出的敲门声呢？ 答案：女人 
3355—一位卡车司机撞倒了一个骑摩托车的人，结果是卡车司机受重伤，而摩托车骑士却没事。这是为什么？ 答案：卡车同机步行 
3356—一天夜里狂起了狂风，这时一个桌子上总共有12支点燃的蜡烛，先被风吹灭了3根，不久又一阵风吹灭了2根，最后桌子上还剩几根蜡烛？ 答案：5根，其它的烧完了 
3357—有一次，老李买了一只狗，买了一篮子骨头，他休息时，用一根5米的绳子将狗拴在路边树上，将骨头放在离狗8米的地方，但过了一会儿，他发现骨头被狗叼走了，你知道为什么吗？ 答案：因为狗在树的这一端，骨头在树另一端，它们相距8米 
3358—一个并非神枪手的人手持猎枪，另一个人将一顶帽子挂起来，然后将持枪人的眼睛蒙上，让他向后走10步，再向左转走10步，最后让他转身对帽子射击，结果他一枪打中了帽子，这怎么一回事？ 答案：另一个人把帽子挂在他枪口上 
3359—有两个棋友他们在同一天中一共下了9盘棋，结果在没有和局的情况下他俩赢的次数相同，这是怎么一回事？ 答案：这九盘棋不都是他们俩之间下的 
3360—老师用篮子拿来了五个苹果，准备分给五个小朋友，每个小朋友分一个，但是篮子里还要留一个，请问怎么分？ 答案：五个人分一个，分四次 
3361—有爷俩，娘俩和兄妹俩，只有6个烧饼，但却每人分得了两个，这是为什么？ 答案：他们只有三个人：母亲，儿子，舅舅 
3362—草地上画了一个直径十米的圆圈，内有牛一头，圆圈中心插了一根木桩。牛被一根五米长的绳子栓着，如果不割断绳子，也不解开绳子，那么此牛能否吃到圈外的草？ 答案：能，因为没有说牛是被木桩给拴着的 
3363—某富翁的左右邻居都养狗，一到晚上，这二条狗就吠叫不停。无法忍受这种折磨的富翁，便出搬家费一百万元，希望左右邻居搬走。的确，两个邻居是连狗一起搬家了，但是一到夜晚，富翁还是可听到完全相同的狗吠声。这是为什么？ 答案：两邻居互相交换房屋 
3364—1，2，3所能组成的最大数是多少？ 答案：3的21次方 
3365—妈妈叫大雄赶快起床上学校，因为就快迟到了！但是前天被殴，昨天被打的大雄，说什么也不肯去，只表示已经“没法子了！”这是为什么？ 答案：因为大雄是学校的老师 
3366—一百个男人无法抬起的物体，却有一女子可单手举起，此物体究竟为何物？ 答案：鸡蛋 
3367—有对一模一样的双胞胎兄弟，哥哥的屁股有黑痣，而弟弟没有。但即使这对双胞胎穿着相同的服饰，仍然有人可立刻知道谁是哥哥，谁是弟弟。究竟是谁呢？ 答案：他们双胞胎本身 
3368—有一位刻字先生，他挂出来的价格表是这样写的：刻“隶书”4角；刻“仿宋体”6角刻“你的名章”8角；刻“你爱人的名章”12元。那么他刻字的单价是多少？ 答案：每个字两角 
3369—中国古贤人曾将兰色外衣，浸泡于黄河中，结果产生何种现象？ 答案：沾湿 
3370—徐先生犯了一个大错误。当他在太太面前，掏口袋的一刹那，一些袋内的酒吧火柴盒、未中奖的马票，以及旧情人的照片等，均散落一地。他在慌张之余，为了避免吵架，双手各遮起一件东西。试问，他所遮起最有效的东西是什么？ 答案：她太太的左眼和右眼 
3371—有辆载满货物的货车，一人在前面推，一人在后面拉，货车还可能向前进吗？（限时10分钟) 答案：可能，货车在下坡路上 
3372—前些日子，小高与双亲头一次出国旅行，他们三人来到一个完全陌生的国度。由于语言上的不通，他的父母显得不知所措。而只有小高未感受丝毫不方便，仿佛仍在自己的国家中，这是什么道理呢？ 答案：原来小高仅是一名婴儿 
3373—芳龄二十四，自认窈窕美丽的丁小姐，逐渐厌烦这种游戏人间的爱情，于是便于夏天下定决心——要和第一个向她求婚的人，踏入地毯的那一端。但是，当我于秋天再度碰到丁小姐时，她虽然表示：“有人要我结婚，已高达四十二次了！”但是她却 答案：因为要她结婚的是他父母 
3374—住在山谷中的志明，突然想吃泡面，便支起小锅来烧水。水快开了才发现家里的泡面已吃完了，急急忙忙到山脚下的杂货店去买。30分钟后回到家，发现锅里的热水全都不见了。这究竟是为什么？ 答案：因为热水都变成冷水了 
3375—A君与B君的家均位于新兴的住宅地，相距只有一百米。此地除这两家之外，还没有其他邻居，而且也没有安装电话。现在A君想邀请B君“来家里玩”，在不去B君家邀约的情况下，以何种方法能最早通知B君？假设A君身边装着十张画图纸、奇异笔、胶 答案：他只要大声吼叫就可以了 
3376—古时候，什么人没当爸爸就先当公公？ 答案：太监 
3377—电影院内禁止吸烟，而在剧情达到高潮时，却有一男子开始抽烟，整个银幕笼罩着烟雾。但是，却没有任何一位观众出来抗议，这是为什么？ 答案：因为那男子是电影里的主人公 
3378—纸上写着某一份命令。但是，看懂此文字的人，却绝对不能宣读命令。那么，纸上写的是什么呢？ 答案：不要念出此文 
3379—马路上发生车祸碰撞事件，当警察立刻赶往时虽然司机全力相助，一人却已死亡。依司机的说法，此人并非死于车祸，而是因肺癌丧命。因同坐车的只有司机和死者二人，根本没有目击者；但是，警察却立刻明白，司机并没有说谎。这是为什么？ 答案：因为这是辆灵车，死者在车祸前就经死了 
3380—妻子：“糟糕，亲爱的，你送给我的钻石戒指，落到红茶里去了……”结果，戒指又平安回到妻子的手上，而且一点也没有弄湿的痕迹。这难道是奇迹吗？ 答案：是掉到红茶罐里去了 
3381—什么东西在倒立之后会增加一半？ 答案：数字"6" 
3382—为什么人们要到市场上去？ 答案：因为市场不可能来 
3383—在狩猎公园的池子中，鳄鱼正咬住管理员的帽子游走；只见池子外的所有管理员都一起叫骂着。但是，并没有人的帽子不见了！为什么？ 答案：因为那个管理员被鳄鱼吃了 
3384—什么人是不用电的 答案：缅甸人 
3385—什么情况一山可容二虎？ 答案：一公一母 
3386—办什么事睁一只眼闭一只眼比较好些 答案：射击的时候 
3387—一位服装模特儿小姐，即使在平日也穿着未经发表的新款服饰，但她常常看到穿着和她完全相同服饰的人。这是为什么？ 答案：因为她看到镜子中的自己 
3388—什么水要按计划发放 答案：薪水 
3389—最坚固的锁怕什么 答案：钥匙 
3390—火柴盒内只剩一根火柴棒。A先生想点亮煤油灯，使煤炉起火，并烧热水的话，应该先点何物较佳？ 答案：火柴棒 
3391—一头公牛加一头母牛，猜三个字 答案：两头牛 
3392—为什么现代人越来越言而无信 答案：因为打电话比写信方便 
3393—小赵买一张奖票,中了一等奖,去领奖却不给 答案：没到领奖的日期 
3394—一只毛毛虫,过一条没桥的河,它怎么过去 答案：变成蝴蝶飞过去的 
3395—刚起飞的飞机突然冒烟掉在地上，为什么没人受伤 答案：所有人都死了 
3396—老师说蚯蚓切成两段仍能再生，小东照老师话去做，蚯蚓却死了，为什么 答案：小东是竖着将蚯蚓切开的 
3397—网要什么时候可以提水 答案：当水结成冰的时候 
3398—一个长宽各一米，深两米的土坑，坑里没有水，为什么有人不慎跌落下去淹死了 答案：因为那是粪坑 
3399—小华说他能在1秒钟之内把房间和房间里的玩具都变没了，这可能吗 答案：把眼睛闭上 
3400—中国人最早的姓氏是什么 答案：是善，没听说"人之初，姓本善"吗 
3401—地球上什么东西每天要走的距离最远 答案：地球（自转一周） 
3402—什么时候最好还是要高高举起你的双手好些 答案：有人用枪指着你的时候 
3403—三个孩子吃三个饼要用3分钟，九十个孩子九十个饼要用多少时间 答案：三分钟，大家一起吃 
3404—铁放到外面要生锈，那金子呢 答案：会被偷走 
3405—小明家住在五楼，可是电梯坏了，他自己也没有走楼梯，他却上了五楼回到家里，这可能吗 答案：他妈妈背他上楼 
3406—人在什么情况下会变得目中无人 答案：眼睛瞎了的时候 
3407—什么时候看到的月亮最大 答案：登上月球的时候 
3408—比细菌还小的东西是什么 答案：细菌的儿子 
3409—小张说的相声大家都喜欢听，为什么他有的时候说话却要付钱 答案：打公用电话肯定要付钱 
3410—黑人和白人生下的婴儿，牙齿是什么颜色的 答案：婴儿没有牙齿 
3411—猪的全身都是宝，用处很大，猪对人类还有什么用处 答案：骂人 
3412—高骑自行车骑了十公里，但周围的景物始终没有变化。为什么 答案：因为他骑的健身车 
3413—一只瞎了左眼的山羊，在它的左边放一块猪肉，在它的右边放一块猪肉，请问它会先吃哪一块 答案：都不吃，山羊吃素 
3414—六岁的小明总是喜欢把家里的闹钟整坏，妈妈为什么总是让不会修理钟表的爸爸代为修理 答案：爸爸是修理小明 
3415—阿里巴巴和四十大盗的故事是东方夜谭还是西方夜谭 答案：天方夜谭 
3416—当地球爆炸时，什么地方最安全 答案：地狱 
3417—换心手术失败，医生问快要断气的病人有什么遗言要交代，你猜他会说什么？ 答案：其实你不懂我的心 
3418—有个刚生下的婴儿，有两个小孩和他是同年同月同日生的，而且是同一对父母生的，但他们不是双胞胎，这可能吗？ 答案：三胞胎 
3419—给你一本杂志和一个火柴盒，你能使杂志只有三分之一放在桌边而不掉落下来吗 答案：把杂志掀开三分之一放在桌边，自然就不会掉下来了 
3420—有一根棍子，要使它变短，但不许锯断，折断或削短，该怎么办 答案：拿一根更长的棍子跟它比 
3421—看了不能买，买了不能用的是什么 答案：棺材 
3422—什么酒价格最贵 答案：喜酒 
3423—有二个空房间，一间房间有三盏灯，另一个房间有三个开关，每一个开关只能打开一盏灯，如果你只可以进每个房间一次，那你要如何知道那个开关控制哪盏灯？ 答案：将一个开关打开五分钟，再开另一个开关，到另一房间， 
3424—四个9加起来为什么等于100？ 答案：9/9+99 
3425—一个不会游泳的人掉进了水里却没有淹死，为什么 答案：他穿了救生衣 
3426—放大镜不能放大的东西是什么？ 答案：角度 
3427—什么样的轮子只转不走？ 答案：风车轮 
